행정구역,2023년12월_전월인구수_남자인구수,2023년12월_전월인구수_여자인구수,2023년12월_전월인구수_계,2023년12월_당월인구수_남자인구수,2023년12월_당월인구수_여자인구수,2023년12월_당월인구수_계,2023년12월_인구증감_남자인구수,2023년12월_인구증감_여자인구수,2023년12월_인구증감_계,2024년01월_전월인구수_남자인구수,2024년01월_전월인구수_여자인구수,2024년01월_전월인구수_계,2024년01월_당월인구수_남자인구수,2024년01월_당월인구수_여자인구수,2024년01월_당월인구수_계,2024년01월_인구증감_남자인구수,2024년01월_인구증감_여자인구수,2024년01월_인구증감_계,2024년02월_전월인구수_남자인구수,2024년02월_전월인구수_여자인구수,2024년02월_전월인구수_계,2024년02월_당월인구수_남자인구수,2024년02월_당월인구수_여자인구수,2024년02월_당월인구수_계,2024년02월_인구증감_남자인구수,2024년02월_인구증감_여자인구수,2024년02월_인구증감_계,2024년03월_전월인구수_남자인구수,2024년03월_전월인구수_여자인구수,2024년03월_전월인구수_계,2024년03월_당월인구수_남자인구수,2024년03월_당월인구수_여자인구수,2024년03월_당월인구수_계,2024년03월_인구증감_남자인구수,2024년03월_인구증감_여자인구수,2024년03월_인구증감_계,2024년04월_전월인구수_남자인구수,2024년04월_전월인구수_여자인구수,2024년04월_전월인구수_계,2024년04월_당월인구수_남자인구수,2024년04월_당월인구수_여자인구수,2024년04월_당월인구수_계,2024년04월_인구증감_남자인구수,2024년04월_인구증감_여자인구수,2024년04월_인구증감_계,2024년05월_전월인구수_남자인구수,2024년05월_전월인구수_여자인구수,2024년05월_전월인구수_계,2024년05월_당월인구수_남자인구수,2024년05월_당월인구수_여자인구수,2024년05월_당월인구수_계,2024년05월_인구증감_남자인구수,2024년05월_인구증감_여자인구수,2024년05월_인구증감_계,2024년06월_전월인구수_남자인구수,2024년06월_전월인구수_여자인구수,2024년06월_전월인구수_계,2024년06월_당월인구수_남자인구수,2024년06월_당월인구수_여자인구수,2024년06월_당월인구수_계,2024년06월_인구증감_남자인구수,2024년06월_인구증감_여자인구수,2024년06월_인구증감_계,2024년07월_전월인구수_남자인구수,2024년07월_전월인구수_여자인구수,2024년07월_전월인구수_계,2024년07월_당월인구수_남자인구수,2024년07월_당월인구수_여자인구수,2024년07월_당월인구수_계,2024년07월_인구증감_남자인구수,2024년07월_인구증감_여자인구수,2024년07월_인구증감_계,2024년08월_전월인구수_남자인구수,2024년08월_전월인구수_여자인구수,2024년08월_전월인구수_계,2024년08월_당월인구수_남자인구수,2024년08월_당월인구수_여자인구수,2024년08월_당월인구수_계,2024년08월_인구증감_남자인구수,2024년08월_인구증감_여자인구수,2024년08월_인구증감_계,2024년09월_전월인구수_남자인구수,2024년09월_전월인구수_여자인구수,2024년09월_전월인구수_계,2024년09월_당월인구수_남자인구수,2024년09월_당월인구수_여자인구수,2024년09월_당월인구수_계,2024년09월_인구증감_남자인구수,2024년09월_인구증감_여자인구수,2024년09월_인구증감_계,2024년10월_전월인구수_남자인구수,2024년10월_전월인구수_여자인구수,2024년10월_전월인구수_계,2024년10월_당월인구수_남자인구수,2024년10월_당월인구수_여자인구수,2024년10월_당월인구수_계,2024년10월_인구증감_남자인구수,2024년10월_인구증감_여자인구수,2024년10월_인구증감_계,2024년11월_전월인구수_남자인구수,2024년11월_전월인구수_여자인구수,2024년11월_전월인구수_계,2024년11월_당월인구수_남자인구수,2024년11월_당월인구수_여자인구수,2024년11월_당월인구수_계,2024년11월_인구증감_남자인구수,2024년11월_인구증감_여자인구수,2024년11월_인구증감_계,2024년12월_전월인구수_남자인구수,2024년12월_전월인구수_여자인구수,2024년12월_전월인구수_계,2024년12월_당월인구수_남자인구수,2024년12월_당월인구수_여자인구수,2024년12월_당월인구수_계,2024년12월_인구증감_남자인구수,2024년12월_인구증감_여자인구수,2024년12월_인구증감_계,2025년01월_전월인구수_남자인구수,2025년01월_전월인구수_여자인구수,2025년01월_전월인구수_계,2025년01월_당월인구수_남자인구수,2025년01월_당월인구수_여자인구수,2025년01월_당월인구수_계,2025년01월_인구증감_남자인구수,2025년01월_인구증감_여자인구수,2025년01월_인구증감_계,2025년02월_전월인구수_남자인구수,2025년02월_전월인구수_여자인구수,2025년02월_전월인구수_계,2025년02월_당월인구수_남자인구수,2025년02월_당월인구수_여자인구수,2025년02월_당월인구수_계,2025년02월_인구증감_남자인구수,2025년02월_인구증감_여자인구수,2025년02월_인구증감_계,2025년03월_전월인구수_남자인구수,2025년03월_전월인구수_여자인구수,2025년03월_전월인구수_계,2025년03월_당월인구수_남자인구수,2025년03월_당월인구수_여자인구수,2025년03월_당월인구수_계,2025년03월_인구증감_남자인구수,2025년03월_인구증감_여자인구수,2025년03월_인구증감_계,2025년04월_전월인구수_남자인구수,2025년04월_전월인구수_여자인구수,2025년04월_전월인구수_계,2025년04월_당월인구수_남자인구수,2025년04월_당월인구수_여자인구수,2025년04월_당월인구수_계,2025년04월_인구증감_남자인구수,2025년04월_인구증감_여자인구수,2025년04월_인구증감_계,2025년05월_전월인구수_남자인구수,2025년05월_전월인구수_여자인구수,2025년05월_전월인구수_계,2025년05월_당월인구수_남자인구수,2025년05월_당월인구수_여자인구수,2025년05월_당월인구수_계,2025년05월_인구증감_남자인구수,2025년05월_인구증감_여자인구수,2025년05월_인구증감_계,2025년06월_전월인구수_남자인구수,2025년06월_전월인구수_여자인구수,2025년06월_전월인구수_계,2025년06월_당월인구수_남자인구수,2025년06월_당월인구수_여자인구수,2025년06월_당월인구수_계,2025년06월_인구증감_남자인구수,2025년06월_인구증감_여자인구수,2025년06월_인구증감_계,2025년07월_전월인구수_남자인구수,2025년07월_전월인구수_여자인구수,2025년07월_전월인구수_계,2025년07월_당월인구수_남자인구수,2025년07월_당월인구수_여자인구수,2025년07월_당월인구수_계,2025년07월_인구증감_남자인구수,2025년07월_인구증감_여자인구수,2025년07월_인구증감_계,2025년08월_전월인구수_남자인구수,2025년08월_전월인구수_여자인구수,2025년08월_전월인구수_계,2025년08월_당월인구수_남자인구수,2025년08월_당월인구수_여자인구수,2025년08월_당월인구수_계,2025년08월_인구증감_남자인구수,2025년08월_인구증감_여자인구수,2025년08월_인구증감_계,2025년09월_전월인구수_남자인구수,2025년09월_전월인구수_여자인구수,2025년09월_전월인구수_계,2025년09월_당월인구수_남자인구수,2025년09월_당월인구수_여자인구수,2025년09월_당월인구수_계,2025년09월_인구증감_남자인구수,2025년09월_인구증감_여자인구수,2025년09월_인구증감_계,2025년10월_전월인구수_남자인구수,2025년10월_전월인구수_여자인구수,2025년10월_전월인구수_계,2025년10월_당월인구수_남자인구수,2025년10월_당월인구수_여자인구수,2025년10월_당월인구수_계,2025년10월_인구증감_남자인구수,2025년10월_인구증감_여자인구수,2025년10월_인구증감_계,2025년11월_전월인구수_남자인구수,2025년11월_전월인구수_여자인구수,2025년11월_전월인구수_계,2025년11월_당월인구수_남자인구수,2025년11월_당월인구수_여자인구수,2025년11월_당월인구수_계,2025년11월_인구증감_남자인구수,2025년11월_인구증감_여자인구수,2025년11월_인구증감_계,2025년12월_전월인구수_남자인구수,2025년12월_전월인구수_여자인구수,2025년12월_전월인구수_계,2025년12월_당월인구수_남자인구수,2025년12월_당월인구수_여자인구수,2025년12월_당월인구수_계,2025년12월_인구증감_남자인구수,2025년12월_인구증감_여자인구수,2025년12월_인구증감_계
강원특별자치도 동해시 (5117000000),"45,070","43,642","88,712","45,045","43,580","88,625",-25,-62,-87,"45,045","43,580","88,625","45,007","43,584","88,591",-38,4,-34,"45,007","43,584","88,591","44,883","43,494","88,377",-124,-90,-214,"44,883","43,494","88,377","44,766","43,415","88,181",-117,-79,-196,"44,766","43,415","88,181","44,700","43,394","88,094",-66,-21,-87,"44,700","43,394","88,094","44,648","43,368","88,016",-52,-26,-78,"44,648","43,368","88,016","44,634","43,354","87,988",-14,-14,-28,"44,634","43,354","87,988","44,555","43,297","87,852",-79,-57,-136,"44,555","43,297","87,852","44,531","43,249","87,780",-24,-48,-72,"44,531","43,249","87,780","44,517","43,207","87,724",-14,-42,-56,"44,517","43,207","87,724","44,543","43,194","87,737",26,-13,13,"44,543","43,194","87,737","44,528","43,188","87,716",-15,-6,-21,"44,528","43,188","87,716","44,495","43,180","87,675",-33,-8,-41,"44,495","43,180","87,675","44,439","43,132","87,571",-56,-48,-104,"44,439","43,132","87,571","44,319","42,986","87,305",-120,-146,-266,"44,319","42,986","87,305","44,238","42,900","87,138",-81,-86,-167,"44,238","42,900","87,138","44,135","42,862","86,997",-103,-38,-141,"44,135","42,862","86,997","44,098","42,833","86,931",-37,-29,-66,"44,098","42,833","86,931","44,072","42,782","86,854",-26,-51,-77,"44,072","42,782","86,854","44,074","42,722","86,796",2,-60,-58,"44,074","42,722","86,796","44,022","42,695","86,717",-52,-27,-79,"44,022","42,695","86,717","43,964","42,638","86,602",-58,-57,-115,"43,964","42,638","86,602","43,951","42,624","86,575",-13,-14,-27,"43,951","42,624","86,575","43,908","42,542","86,450",-43,-82,-125,"43,908","42,542","86,450","43,853","42,480","86,333",-55,-62,-117
강원특별자치도 태백시 (5119000000),"19,474","19,234","38,708","19,476","19,226","38,702",2,-8,-6,"19,476","19,226","38,702","19,464","19,149","38,613",-12,-77,-89,"19,464","19,149","38,613","19,408","19,058","38,466",-56,-91,-147,"19,408","19,058","38,466","19,385","18,969","38,354",-23,-89,-112,"19,385","18,969","38,354","19,340","18,932","38,272",-45,-37,-82,"19,340","18,932","38,272","19,303","18,903","38,206",-37,-29,-66,"19,303","18,903","38,206","19,276","18,885","38,161",-27,-18,-45,"19,276","18,885","38,161","19,258","18,879","38,137",-18,-6,-24,"19,258","18,879","38,137","19,220","18,874","38,094",-38,-5,-43,"19,220","18,874","38,094","19,240","18,863","38,103",20,-11,9,"19,240","18,863","38,103","19,221","18,822","38,043",-19,-41,-60,"19,221","18,822","38,043","19,197","18,800","37,997",-24,-22,-46,"19,197","18,800","37,997","19,180","18,756","37,936",-17,-44,-61,"19,180","18,756","37,936","19,140","18,735","37,875",-40,-21,-61,"19,140","18,735","37,875","19,059","18,675","37,734",-81,-60,-141,"19,059","18,675","37,734","19,071","18,644","37,715",12,-31,-19,"19,071","18,644","37,715","19,038","18,604","37,642",-33,-40,-73,"19,038","18,604","37,642","19,018","18,566","37,584",-20,-38,-58,"19,018","18,566","37,584","19,001","18,555","37,556",-17,-11,-28,"19,001","18,555","37,556","18,948","18,551","37,499",-53,-4,-57,"18,948","18,551","37,499","18,919","18,517","37,436",-29,-34,-63,"18,919","18,517","37,436","18,878","18,498","37,376",-41,-19,-60,"18,878","18,498","37,376","18,846","18,459","37,305",-32,-39,-71,"18,846","18,459","37,305","18,757","18,392","37,149",-89,-67,-156,"18,757","18,392","37,149","18,724","18,364","37,088",-33,-28,-61
강원특별자치도 속초시 (5121000000),"40,630","41,462","82,092","40,620","41,434","82,054",-10,-28,-38,"40,620","41,434","82,054","40,606","41,415","82,021",-14,-19,-33,"40,606","41,415","82,021","40,475","41,331","81,806",-131,-84,-215,"40,475","41,331","81,806","40,371","41,255","81,626",-104,-76,-180,"40,371","41,255","81,626","40,346","41,269","81,615",-25,14,-11,"40,346","41,269","81,615","40,287","41,245","81,532",-59,-24,-83,"40,287","41,245","81,532","40,204","41,205","81,409",-83,-40,-123,"40,204","41,205","81,409","40,216","41,208","81,424",12,3,15,"40,216","41,208","81,424","40,168","41,158","81,326",-48,-50,-98,"40,168","41,158","81,326","40,078","41,086","81,164",-90,-72,-162,"40,078","41,086","81,164","40,046","41,082","81,128",-32,-4,-36,"40,046","41,082","81,128","39,986","41,039","81,025",-60,-43,-103,"39,986","41,039","81,025","39,931","41,002","80,933",-55,-37,-92,"39,931","41,002","80,933","39,851","40,903","80,754",-80,-99,-179,"39,851","40,903","80,754","39,744","40,812","80,556",-107,-91,-198,"39,744","40,812","80,556","39,657","40,715","80,372",-87,-97,-184,"39,657","40,715","80,372","39,617","40,648","80,265",-40,-67,-107,"39,617","40,648","80,265","39,585","40,556","80,141",-32,-92,-124,"39,585","40,556","80,141","39,551","40,550","80,101",-34,-6,-40,"39,551","40,550","80,101","39,560","40,559","80,119",9,9,18,"39,560","40,559","80,119","39,548","40,501","80,049",-12,-58,-70,"39,548","40,501","80,049","39,526","40,434","79,960",-22,-67,-89,"39,526","40,434","79,960","39,452","40,375","79,827",-74,-59,-133,"39,452","40,375","79,827","39,427","40,333","79,760",-25,-42,-67,"39,427","40,333","79,760","39,370","40,266","79,636",-57,-67,-124
강원특별자치도 삼척시 (5123000000),"31,903","30,916","62,819","31,822","30,829","62,651",-81,-87,-168,"31,822","30,829","62,651","31,645","30,664","62,309",-177,-165,-342,"31,645","30,664","62,309","31,544","30,534","62,078",-101,-130,-231,"31,544","30,534","62,078","31,819","30,703","62,522",275,169,444,"31,819","30,703","62,522","31,821","30,680","62,501",2,-23,-21,"31,821","30,680","62,501","31,821","30,639","62,460",0,-41,-41,"31,821","30,639","62,460","31,750","30,604","62,354",-71,-35,-106,"31,750","30,604","62,354","31,726","30,604","62,330",-24,0,-24,"31,726","30,604","62,330","31,665","30,545","62,210",-61,-59,-120,"31,665","30,545","62,210","31,627","30,484","62,111",-38,-61,-99,"31,627","30,484","62,111","31,582","30,411","61,993",-45,-73,-118,"31,582","30,411","61,993","31,542","30,410","61,952",-40,-1,-41,"31,542","30,410","61,952","31,437","30,298","61,735",-105,-112,-217,"31,437","30,298","61,735","31,279","30,185","61,464",-158,-113,-271,"31,279","30,185","61,464","31,189","30,047","61,236",-90,-138,-228,"31,189","30,047","61,236","31,366","30,186","61,552",177,139,316,"31,366","30,186","61,552","31,344","30,141","61,485",-22,-45,-67,"31,344","30,141","61,485","31,329","30,099","61,428",-15,-42,-57,"31,329","30,099","61,428","31,248","30,063","61,311",-81,-36,-117,"31,248","30,063","61,311","31,134","29,976","61,110",-114,-87,-201,"31,134","29,976","61,110","31,078","29,886","60,964",-56,-90,-146,"31,078","29,886","60,964","31,078","29,854","60,932",0,-32,-32,"31,078","29,854","60,932","31,036","29,783","60,819",-42,-71,-113,"31,036","29,783","60,819","30,992","29,712","60,704",-44,-71,-115,"30,992","29,712","60,704","30,907","29,611","60,518",-85,-101,-186
강원특별자치도 홍천군 (5172000000),"34,629","32,665","67,294","34,655","32,654","67,309",26,-11,15,"34,655","32,654","67,309","34,685","32,663","67,348",30,9,39,"34,685","32,663","67,348","34,665","32,625","67,290",-20,-38,-58,"34,665","32,625","67,290","34,652","32,626","67,278",-13,1,-12,"34,652","32,626","67,278","34,625","32,581","67,206",-27,-45,-72,"34,625","32,581","67,206","34,661","32,579","67,240",36,-2,34,"34,661","32,579","67,240","34,647","32,558","67,205",-14,-21,-35,"34,647","32,558","67,205","34,653","32,529","67,182",6,-29,-23,"34,653","32,529","67,182","34,613","32,512","67,125",-40,-17,-57,"34,613","32,512","67,125","34,593","32,474","67,067",-20,-38,-58,"34,593","32,474","67,067","34,534","32,395","66,929",-59,-79,-138,"34,534","32,395","66,929","34,469","32,341","66,810",-65,-54,-119,"34,469","32,341","66,810","34,423","32,294","66,717",-46,-47,-93,"34,423","32,294","66,717","34,408","32,253","66,661",-15,-41,-56,"34,408","32,253","66,661","34,310","32,218","66,528",-98,-35,-133,"34,310","32,218","66,528","34,287","32,198","66,485",-23,-20,-43,"34,287","32,198","66,485","34,258","32,164","66,422",-29,-34,-63,"34,258","32,164","66,422","34,281","32,143","66,424",23,-21,2,"34,281","32,143","66,424","34,254","32,158","66,412",-27,15,-12,"34,254","32,158","66,412","34,240","32,150","66,390",-14,-8,-22,"34,240","32,150","66,390","34,187","32,141","66,328",-53,-9,-62,"34,187","32,141","66,328","34,208","32,133","66,341",21,-8,13,"34,208","32,133","66,341","34,130","32,079","66,209",-78,-54,-132,"34,130","32,079","66,209","34,079","32,057","66,136",-51,-22,-73,"34,079","32,057","66,136","34,051","32,058","66,109",-28,1,-27
강원특별자치도 횡성군 (5173000000),"23,855","22,574","46,429","23,826","22,533","46,359",-29,-41,-70,"23,826","22,533","46,359","23,785","22,480","46,265",-41,-53,-94,"23,785","22,480","46,265","23,767","22,495","46,262",-18,15,-3,"23,767","22,495","46,262","23,727","22,467","46,194",-40,-28,-68,"23,727","22,467","46,194","23,831","22,524","46,355",104,57,161,"23,831","22,524","46,355","23,820","22,540","46,360",-11,16,5,"23,820","22,540","46,360","23,804","22,523","46,327",-16,-17,-33,"23,804","22,523","46,327","23,800","22,514","46,314",-4,-9,-13,"23,800","22,514","46,314","23,756","22,491","46,247",-44,-23,-67,"23,756","22,491","46,247","23,755","22,483","46,238",-1,-8,-9,"23,755","22,483","46,238","23,767","22,467","46,234",12,-16,-4,"23,767","22,467","46,234","23,721","22,439","46,160",-46,-28,-74,"23,721","22,439","46,160","23,703","22,408","46,111",-18,-31,-49,"23,703","22,408","46,111","23,660","22,377","46,037",-43,-31,-74,"23,660","22,377","46,037","23,643","22,334","45,977",-17,-43,-60,"23,643","22,334","45,977","23,682","22,313","45,995",39,-21,18,"23,682","22,313","45,995","23,702","22,308","46,010",20,-5,15,"23,702","22,308","46,010","23,680","22,282","45,962",-22,-26,-48,"23,680","22,282","45,962","23,647","22,223","45,870",-33,-59,-92,"23,647","22,223","45,870","23,633","22,190","45,823",-14,-33,-47,"23,633","22,190","45,823","23,624","22,199","45,823",-9,9,0,"23,624","22,199","45,823","23,599","22,166","45,765",-25,-33,-58,"23,599","22,166","45,765","23,601","22,158","45,759",2,-8,-6,"23,601","22,158","45,759","23,556","22,128","45,684",-45,-30,-75,"23,556","22,128","45,684","23,530","22,097","45,627",-26,-31,-57
강원특별자치도 영월군 (5175000000),"19,338","18,008","37,346","19,318","18,014","37,332",-20,6,-14,"19,318","18,014","37,332","19,264","17,996","37,260",-54,-18,-72,"19,264","17,996","37,260","19,229","17,954","37,183",-35,-42,-77,"19,229","17,954","37,183","19,220","17,964","37,184",-9,10,1,"19,220","17,964","37,184","19,219","17,941","37,160",-1,-23,-24,"19,219","17,941","37,160","19,204","17,927","37,131",-15,-14,-29,"19,204","17,927","37,131","19,225","17,909","37,134",21,-18,3,"19,225","17,909","37,134","19,173","17,890","37,063",-52,-19,-71,"19,173","17,890","37,063","19,155","17,881","37,036",-18,-9,-27,"19,155","17,881","37,036","19,109","17,846","36,955",-46,-35,-81,"19,109","17,846","36,955","19,080","17,819","36,899",-29,-27,-56,"19,080","17,819","36,899","19,037","17,783","36,820",-43,-36,-79,"19,037","17,783","36,820","18,990","17,731","36,721",-47,-52,-99,"18,990","17,731","36,721","18,918","17,685","36,603",-72,-46,-118,"18,918","17,685","36,603","18,878","17,622","36,500",-40,-63,-103,"18,878","17,622","36,500","18,905","17,602","36,507",27,-20,7,"18,905","17,602","36,507","18,893","17,549","36,442",-12,-53,-65,"18,893","17,549","36,442","18,898","17,531","36,429",5,-18,-13,"18,898","17,531","36,429","18,871","17,490","36,361",-27,-41,-68,"18,871","17,490","36,361","18,843","17,466","36,309",-28,-24,-52,"18,843","17,466","36,309","18,857","17,477","36,334",14,11,25,"18,857","17,477","36,334","18,822","17,474","36,296",-35,-3,-38,"18,822","17,474","36,296","18,805","17,444","36,249",-17,-30,-47,"18,805","17,444","36,249","18,750","17,402","36,152",-55,-42,-97,"18,750","17,402","36,152","18,703","17,351","36,054",-47,-51,-98
강원특별자치도 평창군 (5176000000),"21,048","19,633","40,681","21,056","19,603","40,659",8,-30,-22,"21,056","19,603","40,659","21,054","19,588","40,642",-2,-15,-17,"21,054","19,588","40,642","21,020","19,542","40,562",-34,-46,-80,"21,020","19,542","40,562","20,994","19,539","40,533",-26,-3,-29,"20,994","19,539","40,533","21,000","19,537","40,537",6,-2,4,"21,000","19,537","40,537","21,001","19,523","40,524",1,-14,-13,"21,001","19,523","40,524","21,005","19,500","40,505",4,-23,-19,"21,005","19,500","40,505","21,006","19,503","40,509",1,3,4,"21,006","19,503","40,509","20,979","19,482","40,461",-27,-21,-48,"20,979","19,482","40,461","20,963","19,485","40,448",-16,3,-13,"20,963","19,485","40,448","20,966","19,462","40,428",3,-23,-20,"20,966","19,462","40,428","20,954","19,433","40,387",-12,-29,-41,"20,954","19,433","40,387","20,955","19,441","40,396",1,8,9,"20,955","19,441","40,396","20,915","19,390","40,305",-40,-51,-91,"20,915","19,390","40,305","20,851","19,338","40,189",-64,-52,-116,"20,851","19,338","40,189","20,803","19,287","40,090",-48,-51,-99,"20,803","19,287","40,090","20,770","19,268","40,038",-33,-19,-52,"20,770","19,268","40,038","20,764","19,247","40,011",-6,-21,-27,"20,764","19,247","40,011","20,727","19,236","39,963",-37,-11,-48,"20,727","19,236","39,963","20,701","19,210","39,911",-26,-26,-52,"20,701","19,210","39,911","20,712","19,201","39,913",11,-9,2,"20,712","19,201","39,913","20,699","19,194","39,893",-13,-7,-20,"20,699","19,194","39,893","20,676","19,170","39,846",-23,-24,-47,"20,676","19,170","39,846","20,687","19,150","39,837",11,-20,-9,"20,687","19,150","39,837","20,670","19,161","39,831",-17,11,-6
강원특별자치도 정선군 (5177000000),"17,883","16,393","34,276","17,844","16,358","34,202",-39,-35,-74,"17,844","16,358","34,202","17,813","16,326","34,139",-31,-32,-63,"17,813","16,326","34,139","17,783","16,271","34,054",-30,-55,-85,"17,783","16,271","34,054","17,749","16,241","33,990",-34,-30,-64,"17,749","16,241","33,990","17,714","16,236","33,950",-35,-5,-40,"17,714","16,236","33,950","17,684","16,195","33,879",-30,-41,-71,"17,684","16,195","33,879","17,644","16,164","33,808",-40,-31,-71,"17,644","16,164","33,808","17,623","16,138","33,761",-21,-26,-47,"17,623","16,138","33,761","17,589","16,128","33,717",-34,-10,-44,"17,589","16,128","33,717","17,558","16,103","33,661",-31,-25,-56,"17,558","16,103","33,661","17,522","16,087","33,609",-36,-16,-52,"17,522","16,087","33,609","17,511","16,072","33,583",-11,-15,-26,"17,511","16,072","33,583","17,475","16,040","33,515",-36,-32,-68,"17,475","16,040","33,515","17,467","16,020","33,487",-8,-20,-28,"17,467","16,020","33,487","17,431","15,981","33,412",-36,-39,-75,"17,431","15,981","33,412","17,396","15,981","33,377",-35,0,-35,"17,396","15,981","33,377","17,398","15,983","33,381",2,2,4,"17,398","15,983","33,381","17,379","15,969","33,348",-19,-14,-33,"17,379","15,969","33,348","17,395","15,951","33,346",16,-18,-2,"17,395","15,951","33,346","17,380","15,931","33,311",-15,-20,-35,"17,380","15,931","33,311","17,358","15,921","33,279",-22,-10,-32,"17,358","15,921","33,279","17,365","15,901","33,266",7,-20,-13,"17,365","15,901","33,266","17,579","16,030","33,609",214,129,343,"17,579","16,030","33,609","18,060","16,397","34,457",481,367,848,"18,060","16,397","34,457","18,293","16,586","34,879",233,189,422
강원특별자치도 철원군 (5178000000),"21,500","19,974","41,474","21,478","19,970","41,448",-22,-4,-26,"21,478","19,970","41,448","21,395","19,924","41,319",-83,-46,-129,"21,395","19,924","41,319","21,316","19,861","41,177",-79,-63,-142,"21,316","19,861","41,177","21,269","19,844","41,113",-47,-17,-64,"21,269","19,844","41,113","21,235","19,828","41,063",-34,-16,-50,"21,235","19,828","41,063","21,219","19,784","41,003",-16,-44,-60,"21,219","19,784","41,003","21,155","19,733","40,888",-64,-51,-115,"21,155","19,733","40,888","21,094","19,696","40,790",-61,-37,-98,"21,094","19,696","40,790","21,040","19,646","40,686",-54,-50,-104,"21,040","19,646","40,686","21,017","19,629","40,646",-23,-17,-40,"21,017","19,629","40,646","20,989","19,623","40,612",-28,-6,-34,"20,989","19,623","40,612","20,955","19,585","40,540",-34,-38,-72,"20,955","19,585","40,540","20,922","19,575","40,497",-33,-10,-43,"20,922","19,575","40,497","20,882","19,526","40,408",-40,-49,-89,"20,882","19,526","40,408","20,795","19,441","40,236",-87,-85,-172,"20,795","19,441","40,236","20,737","19,443","40,180",-58,2,-56,"20,737","19,443","40,180","20,688","19,442","40,130",-49,-1,-50,"20,688","19,442","40,130","20,654","19,408","40,062",-34,-34,-68,"20,654","19,408","40,062","20,616","19,380","39,996",-38,-28,-66,"20,616","19,380","39,996","20,643","19,388","40,031",27,8,35,"20,643","19,388","40,031","20,638","19,368","40,006",-5,-20,-25,"20,638","19,368","40,006","20,635","19,359","39,994",-3,-9,-12,"20,635","19,359","39,994","20,627","19,364","39,991",-8,5,-3,"20,627","19,364","39,991","20,633","19,371","40,004",6,7,13,"20,633","19,371","40,004","20,622","19,357","39,979",-11,-14,-25
강원특별자치도 화천군 (5179000000),"12,332","10,686","23,018","12,321","10,686","23,007",-11,0,-11,"12,321","10,686","23,007","12,282","10,660","22,942",-39,-26,-65,"12,282","10,660","22,942","12,233","10,626","22,859",-49,-34,-83,"12,233","10,626","22,859","12,230","10,600","22,830",-3,-26,-29,"12,230","10,600","22,830","12,220","10,601","22,821",-10,1,-9,"12,220","10,601","22,821","12,200","10,581","22,781",-20,-20,-40,"12,200","10,581","22,781","12,293","10,662","22,955",93,81,174,"12,293","10,662","22,955","12,316","10,704","23,020",23,42,65,"12,316","10,704","23,020","12,293","10,693","22,986",-23,-11,-34,"12,293","10,693","22,986","12,286","10,679","22,965",-7,-14,-21,"12,286","10,679","22,965","12,309","10,671","22,980",23,-8,15,"12,309","10,671","22,980","12,307","10,668","22,975",-2,-3,-5,"12,307","10,668","22,975","12,283","10,639","22,922",-24,-29,-53,"12,283","10,639","22,922","12,203","10,561","22,764",-80,-78,-158,"12,203","10,561","22,764","12,130","10,482","22,612",-73,-79,-152,"12,130","10,482","22,612","12,114","10,495","22,609",-16,13,-3,"12,114","10,495","22,609","12,102","10,494","22,596",-12,-1,-13,"12,102","10,494","22,596","12,090","10,471","22,561",-12,-23,-35,"12,090","10,471","22,561","12,074","10,476","22,550",-16,5,-11,"12,074","10,476","22,550","12,104","10,483","22,587",30,7,37,"12,104","10,483","22,587","12,075","10,450","22,525",-29,-33,-62,"12,075","10,450","22,525","12,075","10,429","22,504",0,-21,-21,"12,075","10,429","22,504","12,030","10,403","22,433",-45,-26,-71,"12,030","10,403","22,433","11,994","10,381","22,375",-36,-22,-58,"11,994","10,381","22,375","11,995","10,376","22,371",1,-5,-4
강원특별자치도 양구군 (5180000000),"11,093","10,046","21,139","11,063","9,993","21,056",-30,-53,-83,"11,063","9,993","21,056","10,994","9,981","20,975",-69,-12,-81,"10,994","9,981","20,975","11,028","10,022","21,050",34,41,75,"11,028","10,022","21,050","11,012","10,011","21,023",-16,-11,-27,"11,012","10,011","21,023","10,972","9,973","20,945",-40,-38,-78,"10,972","9,973","20,945","10,946","9,945","20,891",-26,-28,-54,"10,946","9,945","20,891","10,951","9,939","20,890",5,-6,-1,"10,951","9,939","20,890","10,915","9,931","20,846",-36,-8,-44,"10,915","9,931","20,846","10,877","9,903","20,780",-38,-28,-66,"10,877","9,903","20,780","10,856","9,884","20,740",-21,-19,-40,"10,856","9,884","20,740","10,821","9,874","20,695",-35,-10,-45,"10,821","9,874","20,695","10,781","9,850","20,631",-40,-24,-64,"10,781","9,850","20,631","10,774","9,847","20,621",-7,-3,-10,"10,774","9,847","20,621","10,749","9,803","20,552",-25,-44,-69,"10,749","9,803","20,552","10,687","9,730","20,417",-62,-73,-135,"10,687","9,730","20,417","10,730","9,788","20,518",43,58,101,"10,730","9,788","20,518","10,733","9,777","20,510",3,-11,-8,"10,733","9,777","20,510","10,730","9,758","20,488",-3,-19,-22,"10,730","9,758","20,488","10,724","9,748","20,472",-6,-10,-16,"10,724","9,748","20,472","10,766","9,736","20,502",42,-12,30,"10,766","9,736","20,502","10,745","9,734","20,479",-21,-2,-23,"10,745","9,734","20,479","10,740","9,726","20,466",-5,-8,-13,"10,740","9,726","20,466","10,753","9,715","20,468",13,-11,2,"10,753","9,715","20,468","10,731","9,694","20,425",-22,-21,-43,"10,731","9,694","20,425","10,720","9,690","20,410",-11,-4,-15
