발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2018,남녀전체,12. C54,자궁체부,60-64세,437,12.9
2018,남녀전체,12. C54,자궁체부,65-69세,259,11
2018,남녀전체,12. C54,자궁체부,70-74세,165,9.1
2018,남녀전체,12. C54,자궁체부,75-79세,115,7.3
2018,남녀전체,12. C54,자궁체부,80-84세,51,5.2
2018,남녀전체,12. C54,자궁체부,85세이상,26,4
2018,남녀전체,12. C54,자궁체부,연령전체,3208,6.3
2018,남자,12. C54,자궁체부,00-04세,0,
2018,남자,12. C54,자궁체부,05-09세,0,
2018,남자,12. C54,자궁체부,10-14세,0,
2018,남자,12. C54,자궁체부,15-19세,0,
2018,남자,12. C54,자궁체부,20-24세,0,
2018,남자,12. C54,자궁체부,25-29세,0,
2018,남자,12. C54,자궁체부,30-34세,0,
2018,남자,12. C54,자궁체부,35-39세,0,
2018,남자,12. C54,자궁체부,40-44세,0,
2018,남자,12. C54,자궁체부,45-49세,0,
2018,남자,12. C54,자궁체부,50-54세,0,
2018,남자,12. C54,자궁체부,55-59세,0,
2018,남자,12. C54,자궁체부,60-64세,0,
2018,남자,12. C54,자궁체부,65-69세,0,
2018,남자,12. C54,자궁체부,70-74세,0,
2018,남자,12. C54,자궁체부,75-79세,0,
2018,남자,12. C54,자궁체부,80-84세,0,
2018,남자,12. C54,자궁체부,85세이상,0,
2018,남자,12. C54,자궁체부,연령전체,0,
2018,여자,12. C54,자궁체부,00-04세,0,
2018,여자,12. C54,자궁체부,05-09세,0,
2018,여자,12. C54,자궁체부,10-14세,0,
2018,여자,12. C54,자궁체부,15-19세,2,0.1
2018,여자,12. C54,자궁체부,20-24세,15,0.9
2018,여자,12. C54,자궁체부,25-29세,37,2.3
2018,여자,12. C54,자궁체부,30-34세,93,5.9
2018,여자,12. C54,자궁체부,35-39세,165,8.3
2018,여자,12. C54,자궁체부,40-44세,257,13.2
2018,여자,12. C54,자궁체부,45-49세,413,18.5
2018,여자,12. C54,자궁체부,50-54세,577,28.1
2018,여자,12. C54,자궁체부,55-59세,596,27.9
2018,여자,12. C54,자궁체부,60-64세,437,25.5
2018,여자,12. C54,자궁체부,65-69세,259,21.3
2018,여자,12. C54,자궁체부,70-74세,165,16.8
2018,여자,12. C54,자궁체부,75-79세,115,12.5
2018,여자,12. C54,자궁체부,80-84세,51,8.1
2018,여자,12. C54,자궁체부,85세이상,26,5.4
2018,여자,12. C54,자궁체부,연령전체,3208,12.5
2019,남녀전체,12. C54,자궁체부,00-04세,0,
2019,남녀전체,12. C54,자궁체부,05-09세,0,
2019,남녀전체,12. C54,자궁체부,10-14세,0,
2019,남녀전체,12. C54,자궁체부,15-19세,4,0.1
2019,남녀전체,12. C54,자궁체부,20-24세,22,0.7
2019,남녀전체,12. C54,자궁체부,25-29세,54,1.6
2019,남녀전체,12. C54,자궁체부,30-34세,108,3.4
2019,남녀전체,12. C54,자궁체부,35-39세,168,4.2
2019,남녀전체,12. C54,자궁체부,40-44세,247,6.4
2019,남녀전체,12. C54,자궁체부,45-49세,414,9.2
2019,남녀전체,12. C54,자궁체부,50-54세,597,14
2019,남녀전체,12. C54,자궁체부,55-59세,601,14.1
2019,남녀전체,12. C54,자궁체부,60-64세,474,13.2
2019,남녀전체,12. C54,자궁체부,65-69세,269,11
2019,남녀전체,12. C54,자궁체부,70-74세,182,9.6
2019,남녀전체,12. C54,자궁체부,75-79세,93,5.8
2019,남녀전체,12. C54,자궁체부,80-84세,48,4.5
2019,남녀전체,12. C54,자궁체부,85세이상,36,5
2019,남녀전체,12. C54,자궁체부,연령전체,3317,6.5
2019,남자,12. C54,자궁체부,00-04세,0,
2019,남자,12. C54,자궁체부,05-09세,0,
2019,남자,12. C54,자궁체부,10-14세,0,
2019,남자,12. C54,자궁체부,15-19세,0,
2019,남자,12. C54,자궁체부,20-24세,0,
2019,남자,12. C54,자궁체부,25-29세,0,
2019,남자,12. C54,자궁체부,30-34세,0,
2019,남자,12. C54,자궁체부,35-39세,0,
2019,남자,12. C54,자궁체부,40-44세,0,
2019,남자,12. C54,자궁체부,45-49세,0,
2019,남자,12. C54,자궁체부,50-54세,0,
2019,남자,12. C54,자궁체부,55-59세,0,
2019,남자,12. C54,자궁체부,60-64세,0,
2019,남자,12. C54,자궁체부,65-69세,0,
2019,남자,12. C54,자궁체부,70-74세,0,
2019,남자,12. C54,자궁체부,75-79세,0,
2019,남자,12. C54,자궁체부,80-84세,0,
2019,남자,12. C54,자궁체부,85세이상,0,
2019,남자,12. C54,자궁체부,연령전체,0,
2019,여자,12. C54,자궁체부,00-04세,0,
2019,여자,12. C54,자궁체부,05-09세,0,
2019,여자,12. C54,자궁체부,10-14세,0,
2019,여자,12. C54,자궁체부,15-19세,4,0.3
2019,여자,12. C54,자궁체부,20-24세,22,1.4
2019,여자,12. C54,자궁체부,25-29세,54,3.3
2019,여자,12. C54,자궁체부,30-34세,108,7.1
2019,여자,12. C54,자궁체부,35-39세,168,8.7
2019,여자,12. C54,자궁체부,40-44세,247,13
2019,여자,12. C54,자궁체부,45-49세,414,18.8
2019,여자,12. C54,자궁체부,50-54세,597,28.3
2019,여자,12. C54,자궁체부,55-59세,601,28.3
2019,여자,12. C54,자궁체부,60-64세,474,26
2019,여자,12. C54,자궁체부,65-69세,269,21.2
2019,여자,12. C54,자궁체부,70-74세,182,17.9
2019,여자,12. C54,자궁체부,75-79세,93,10
2019,여자,12. C54,자궁체부,80-84세,48,7.2
2019,여자,12. C54,자궁체부,85세이상,36,6.9
2019,여자,12. C54,자궁체부,연령전체,3317,12.9
2020,남녀전체,12. C54,자궁체부,00-04세,0,
2020,남녀전체,12. C54,자궁체부,05-09세,0,
2020,남녀전체,12. C54,자궁체부,10-14세,0,
2020,남녀전체,12. C54,자궁체부,15-19세,5,0.2
2020,남녀전체,12. C54,자궁체부,20-24세,25,0.8
2020,남녀전체,12. C54,자궁체부,25-29세,61,1.7
2020,남녀전체,12. C54,자궁체부,30-34세,111,3.5
2020,남녀전체,12. C54,자궁체부,35-39세,179,4.7
2020,남녀전체,12. C54,자궁체부,40-44세,257,6.7
2020,남녀전체,12. C54,자궁체부,45-49세,458,10.5
2020,남녀전체,12. C54,자궁체부,50-54세,627,14.5
2020,남녀전체,12. C54,자궁체부,55-59세,632,15
2020,남녀전체,12. C54,자궁체부,60-64세,473,12.4
2020,남녀전체,12. C54,자궁체부,65-69세,326,12.4
2020,남녀전체,12. C54,자궁체부,70-74세,177,8.8
2020,남녀전체,12. C54,자궁체부,75-79세,124,7.7
2020,남녀전체,12. C54,자궁체부,80-84세,46,4.1
2020,남녀전체,12. C54,자궁체부,85세이상,24,3.1
2020,남녀전체,12. C54,자궁체부,연령전체,3525,6.9
2020,남자,12. C54,자궁체부,00-04세,0,
2020,남자,12. C54,자궁체부,05-09세,0,
2020,남자,12. C54,자궁체부,10-14세,0,
2020,남자,12. C54,자궁체부,15-19세,0,
2020,남자,12. C54,자궁체부,20-24세,0,
2020,남자,12. C54,자궁체부,25-29세,0,
2020,남자,12. C54,자궁체부,30-34세,0,
2020,남자,12. C54,자궁체부,35-39세,0,
2020,남자,12. C54,자궁체부,40-44세,0,
2020,남자,12. C54,자궁체부,45-49세,0,
2020,남자,12. C54,자궁체부,50-54세,0,
2020,남자,12. C54,자궁체부,55-59세,0,
2020,남자,12. C54,자궁체부,60-64세,0,
2020,남자,12. C54,자궁체부,65-69세,0,
2020,남자,12. C54,자궁체부,70-74세,0,
2020,남자,12. C54,자궁체부,75-79세,0,
2020,남자,12. C54,자궁체부,80-84세,0,
2020,남자,12. C54,자궁체부,85세이상,0,
2020,남자,12. C54,자궁체부,연령전체,0,
2020,여자,12. C54,자궁체부,00-04세,0,
2020,여자,12. C54,자궁체부,05-09세,0,
2020,여자,12. C54,자궁체부,10-14세,0,
2020,여자,12. C54,자궁체부,15-19세,5,0.4
2020,여자,12. C54,자궁체부,20-24세,25,1.6
2020,여자,12. C54,자궁체부,25-29세,61,3.7
2020,여자,12. C54,자궁체부,30-34세,111,7.4
2020,여자,12. C54,자궁체부,35-39세,179,9.7
2020,여자,12. C54,자궁체부,40-44세,257,13.5
2020,여자,12. C54,자궁체부,45-49세,458,21.2
2020,여자,12. C54,자궁체부,50-54세,627,29.2
2020,여자,12. C54,자궁체부,55-59세,632,30.2
2020,여자,12. C54,자궁체부,60-64세,473,24.6
2020,여자,12. C54,자궁체부,65-69세,326,23.9
2020,여자,12. C54,자궁체부,70-74세,177,16.6
2020,여자,12. C54,자궁체부,75-79세,124,13.5
2020,여자,12. C54,자궁체부,80-84세,46,6.6
2020,여자,12. C54,자궁체부,85세이상,24,4.2
2020,여자,12. C54,자궁체부,연령전체,3525,13.7
2021,남녀전체,12. C54,자궁체부,00-04세,0,
2021,남녀전체,12. C54,자궁체부,05-09세,0,
2021,남녀전체,12. C54,자궁체부,10-14세,0,
2021,남녀전체,12. C54,자궁체부,15-19세,2,0.1
2021,남녀전체,12. C54,자궁체부,20-24세,27,0.9
2021,남녀전체,12. C54,자궁체부,25-29세,67,1.9
2021,남녀전체,12. C54,자궁체부,30-34세,114,3.6
2021,남녀전체,12. C54,자궁체부,35-39세,179,5
2021,남녀전체,12. C54,자궁체부,40-44세,276,7
2021,남녀전체,12. C54,자궁체부,45-49세,481,11.4
2021,남녀전체,12. C54,자궁체부,50-54세,694,15.7
2021,남녀전체,12. C54,자궁체부,55-59세,597,14.5
2021,남녀전체,12. C54,자궁체부,60-64세,560,14
2021,남녀전체,12. C54,자궁체부,65-69세,351,12.2
2021,남녀전체,12. C54,자궁체부,70-74세,172,8.3
2021,남녀전체,12. C54,자궁체부,75-79세,153,9.6
2021,남녀전체,12. C54,자궁체부,80-84세,61,5.2
2021,남녀전체,12. C54,자궁체부,85세이상,36,4.2
2021,남녀전체,12. C54,자궁체부,연령전체,3770,7.3
2021,남자,12. C54,자궁체부,00-04세,0,
2021,남자,12. C54,자궁체부,05-09세,0,
2021,남자,12. C54,자궁체부,10-14세,0,
2021,남자,12. C54,자궁체부,15-19세,0,
2021,남자,12. C54,자궁체부,20-24세,0,
2021,남자,12. C54,자궁체부,25-29세,0,
2021,남자,12. C54,자궁체부,30-34세,0,
2021,남자,12. C54,자궁체부,35-39세,0,
2021,남자,12. C54,자궁체부,40-44세,0,
2021,남자,12. C54,자궁체부,45-49세,0,
2021,남자,12. C54,자궁체부,50-54세,0,
2021,남자,12. C54,자궁체부,55-59세,0,
2021,남자,12. C54,자궁체부,60-64세,0,
2021,남자,12. C54,자궁체부,65-69세,0,
2021,남자,12. C54,자궁체부,70-74세,0,
2021,남자,12. C54,자궁체부,75-79세,0,
2021,남자,12. C54,자궁체부,80-84세,0,
2021,남자,12. C54,자궁체부,85세이상,0,
2021,남자,12. C54,자궁체부,연령전체,0,
2021,여자,12. C54,자궁체부,00-04세,0,
2021,여자,12. C54,자궁체부,05-09세,0,
2021,여자,12. C54,자궁체부,10-14세,0,
2021,여자,12. C54,자궁체부,15-19세,2,0.2
2021,여자,12. C54,자궁체부,20-24세,27,1.8
2021,여자,12. C54,자궁체부,25-29세,67,4
2021,여자,12. C54,자궁체부,30-34세,114,7.5
2021,여자,12. C54,자궁체부,35-39세,179,10.2
2021,여자,12. C54,자궁체부,40-44세,276,14.3
2021,여자,12. C54,자궁체부,45-49세,481,23.1
2021,여자,12. C54,자궁체부,50-54세,694,31.6
2021,여자,12. C54,자궁체부,55-59세,597,29.3
2021,여자,12. C54,자궁체부,60-64세,560,27.7
2021,여자,12. C54,자궁체부,65-69세,351,23.5
2021,여자,12. C54,자궁체부,70-74세,172,15.6
2021,여자,12. C54,자궁체부,75-79세,153,16.8
2021,여자,12. C54,자궁체부,80-84세,61,8.4
2021,여자,12. C54,자궁체부,85세이상,36,5.8
2021,여자,12. C54,자궁체부,연령전체,3770,14.6
2022,남녀전체,12. C54,자궁체부,00-04세,0,
2022,남녀전체,12. C54,자궁체부,05-09세,0,
2022,남녀전체,12. C54,자궁체부,10-14세,0,
2022,남녀전체,12. C54,자궁체부,15-19세,2,0.1
2022,남녀전체,12. C54,자궁체부,20-24세,26,0.9
2022,남녀전체,12. C54,자궁체부,25-29세,60,1.7
2022,남녀전체,12. C54,자궁체부,30-34세,129,4
2022,남녀전체,12. C54,자궁체부,35-39세,186,5.5
2022,남녀전체,12. C54,자궁체부,40-44세,292,7.3
2022,남녀전체,12. C54,자궁체부,45-49세,471,11.5
2022,남녀전체,12. C54,자궁체부,50-54세,674,15
2022,남녀전체,12. C54,자궁체부,55-59세,647,16
2022,남녀전체,12. C54,자궁체부,60-64세,570,13.8
2022,남녀전체,12. C54,자궁체부,65-69세,409,13.2
2022,남녀전체,12. C54,자궁체부,70-74세,233,10.8
2022,남녀전체,12. C54,자궁체부,75-79세,126,7.9
2022,남녀전체,12. C54,자궁체부,80-84세,81,6.5
2022,남녀전체,12. C54,자궁체부,85세이상,40,4.3
2022,남녀전체,12. C54,자궁체부,연령전체,3946,7.7
2022,남자,12. C54,자궁체부,00-04세,0,
2022,남자,12. C54,자궁체부,05-09세,0,
2022,남자,12. C54,자궁체부,10-14세,0,
2022,남자,12. C54,자궁체부,15-19세,0,
2022,남자,12. C54,자궁체부,20-24세,0,
2022,남자,12. C54,자궁체부,25-29세,0,
2022,남자,12. C54,자궁체부,30-34세,0,
2022,남자,12. C54,자궁체부,35-39세,0,
2022,남자,12. C54,자궁체부,40-44세,0,
2022,남자,12. C54,자궁체부,45-49세,0,
2022,남자,12. C54,자궁체부,50-54세,0,
2022,남자,12. C54,자궁체부,55-59세,0,
2022,남자,12. C54,자궁체부,60-64세,0,
2022,남자,12. C54,자궁체부,65-69세,0,
2022,남자,12. C54,자궁체부,70-74세,0,
2022,남자,12. C54,자궁체부,75-79세,0,
2022,남자,12. C54,자궁체부,80-84세,0,
2022,남자,12. C54,자궁체부,85세이상,0,
2022,남자,12. C54,자궁체부,연령전체,0,
2022,여자,12. C54,자궁체부,00-04세,0,
2022,여자,12. C54,자궁체부,05-09세,0,
2022,여자,12. C54,자궁체부,10-14세,0,
2022,여자,12. C54,자궁체부,15-19세,2,0.2
2022,여자,12. C54,자궁체부,20-24세,26,1.8
2022,여자,12. C54,자궁체부,25-29세,60,3.6
2022,여자,12. C54,자궁체부,30-34세,129,8.3
2022,여자,12. C54,자궁체부,35-39세,186,11.3
2022,여자,12. C54,자궁체부,40-44세,292,14.9
2022,여자,12. C54,자궁체부,45-49세,471,23.4
2022,여자,12. C54,자궁체부,50-54세,674,30.2
2022,여자,12. C54,자궁체부,55-59세,647,32.3
2022,여자,12. C54,자궁체부,60-64세,570,27.2
2022,여자,12. C54,자궁체부,65-69세,409,25.7
2022,여자,12. C54,자궁체부,70-74세,233,20.4
2022,여자,12. C54,자궁체부,75-79세,126,13.9
2022,여자,12. C54,자궁체부,80-84세,81,10.5
2022,여자,12. C54,자궁체부,85세이상,40,6.1
2022,여자,12. C54,자궁체부,연령전체,3946,15.3
2023,남녀전체,12. C54,자궁체부,00-04세,0,
2023,남녀전체,12. C54,자궁체부,05-09세,0,
2023,남녀전체,12. C54,자궁체부,10-14세,0,
2023,남녀전체,12. C54,자궁체부,15-19세,3,0.1
2023,남녀전체,12. C54,자궁체부,20-24세,23,0.8
2023,남녀전체,12. C54,자궁체부,25-29세,79,2.3
2023,남녀전체,12. C54,자궁체부,30-34세,140,4.2
2023,남녀전체,12. C54,자궁체부,35-39세,206,6.4
2023,남녀전체,12. C54,자궁체부,40-44세,301,7.5
2023,남녀전체,12. C54,자궁체부,45-49세,418,10.6
2023,남녀전체,12. C54,자궁체부,50-54세,731,16.3
2023,남녀전체,12. C54,자궁체부,55-59세,681,16.6
2023,남녀전체,12. C54,자궁체부,60-64세,580,13.8
2023,남녀전체,12. C54,자궁체부,65-69세,375,11.4
2023,남녀전체,12. C54,자궁체부,70-74세,237,10.6
2023,남녀전체,12. C54,자궁체부,75-79세,143,8.6
2023,남녀전체,12. C54,자궁체부,80-84세,84,6.4
2023,남녀전체,12. C54,자궁체부,85세이상,36,3.7
2023,남녀전체,12. C54,자궁체부,연령전체,4037,7.9
2023,남자,12. C54,자궁체부,00-04세,0,
2023,남자,12. C54,자궁체부,05-09세,0,
2023,남자,12. C54,자궁체부,10-14세,0,
2023,남자,12. C54,자궁체부,15-19세,0,
2023,남자,12. C54,자궁체부,20-24세,0,
2023,남자,12. C54,자궁체부,25-29세,0,
2023,남자,12. C54,자궁체부,30-34세,0,
2023,남자,12. C54,자궁체부,35-39세,0,
2023,남자,12. C54,자궁체부,40-44세,0,
2023,남자,12. C54,자궁체부,45-49세,0,
2023,남자,12. C54,자궁체부,50-54세,0,
2023,남자,12. C54,자궁체부,55-59세,0,
2023,남자,12. C54,자궁체부,60-64세,0,
2023,남자,12. C54,자궁체부,65-69세,0,
2023,남자,12. C54,자궁체부,70-74세,0,
2023,남자,12. C54,자궁체부,75-79세,0,
2023,남자,12. C54,자궁체부,80-84세,0,
2023,남자,12. C54,자궁체부,85세이상,0,
2023,남자,12. C54,자궁체부,연령전체,0,
2023,여자,12. C54,자궁체부,00-04세,0,
2023,여자,12. C54,자궁체부,05-09세,0,
2023,여자,12. C54,자궁체부,10-14세,0,
2023,여자,12. C54,자궁체부,15-19세,3,0.3
2023,여자,12. C54,자궁체부,20-24세,23,1.7
2023,여자,12. C54,자궁체부,25-29세,79,4.9
2023,여자,12. C54,자궁체부,30-34세,140,8.8
2023,여자,12. C54,자궁체부,35-39세,206,13.1
2023,여자,12. C54,자궁체부,40-44세,301,15.3
2023,여자,12. C54,자궁체부,45-49세,418,21.5
2023,여자,12. C54,자궁체부,50-54세,731,32.9
2023,여자,12. C54,자궁체부,55-59세,681,33.4
2023,여자,12. C54,자궁체부,60-64세,580,27.5
2023,여자,12. C54,자궁체부,65-69세,375,22.2
2023,여자,12. C54,자궁체부,70-74세,237,20
2023,여자,12. C54,자궁체부,75-79세,143,15.5
2023,여자,12. C54,자궁체부,80-84세,84,10.4
2023,여자,12. C54,자궁체부,85세이상,36,5.2
2023,여자,12. C54,자궁체부,연령전체,4037,15.7
1999-2023,남녀전체,12. C54,자궁체부,00-04세,0,
1999-2023,남녀전체,12. C54,자궁체부,05-09세,0,
1999-2023,남녀전체,12. C54,자궁체부,10-14세,3,0
1999-2023,남녀전체,12. C54,자궁체부,15-19세,35,0
1999-2023,남녀전체,12. C54,자궁체부,20-24세,282,0.3
1999-2023,남녀전체,12. C54,자궁체부,25-29세,917,1
1999-2023,남녀전체,12. C54,자궁체부,30-34세,1854,1.9
1999-2023,남녀전체,12. C54,자궁체부,35-39세,2772,2.7
1999-2023,남녀전체,12. C54,자궁체부,40-44세,4564,4.3
1999-2023,남녀전체,12. C54,자궁체부,45-49세,7336,7.3
1999-2023,남녀전체,12. C54,자궁체부,50-54세,10165,11.2
1999-2023,남녀전체,12. C54,자궁체부,55-59세,9106,11.7
1999-2023,남녀전체,12. C54,자궁체부,60-64세,6440,9.9
1999-2023,남녀전체,12. C54,자궁체부,65-69세,4162,8.3
1999-2023,남녀전체,12. C54,자궁체부,70-74세,2567,6.7
1999-2023,남녀전체,12. C54,자궁체부,75-79세,1670,6.1
1999-2023,남녀전체,12. C54,자궁체부,80-84세,776,4.6
1999-2023,남녀전체,12. C54,자궁체부,85세이상,373,3.3
1999-2023,남녀전체,12. C54,자궁체부,연령전체,53022,4.3
1999-2023,남자,12. C54,자궁체부,00-04세,0,
1999-2023,남자,12. C54,자궁체부,05-09세,0,
1999-2023,남자,12. C54,자궁체부,10-14세,0,
1999-2023,남자,12. C54,자궁체부,15-19세,0,
1999-2023,남자,12. C54,자궁체부,20-24세,0,
1999-2023,남자,12. C54,자궁체부,25-29세,0,
1999-2023,남자,12. C54,자궁체부,30-34세,0,
1999-2023,남자,12. C54,자궁체부,35-39세,0,
1999-2023,남자,12. C54,자궁체부,40-44세,0,
1999-2023,남자,12. C54,자궁체부,45-49세,0,
1999-2023,남자,12. C54,자궁체부,50-54세,0,
1999-2023,남자,12. C54,자궁체부,55-59세,0,
1999-2023,남자,12. C54,자궁체부,60-64세,0,
1999-2023,남자,12. C54,자궁체부,65-69세,0,
1999-2023,남자,12. C54,자궁체부,70-74세,0,
1999-2023,남자,12. C54,자궁체부,75-79세,0,
1999-2023,남자,12. C54,자궁체부,80-84세,0,
1999-2023,남자,12. C54,자궁체부,85세이상,0,
1999-2023,남자,12. C54,자궁체부,연령전체,0,
1999-2023,여자,12. C54,자궁체부,00-04세,0,
1999-2023,여자,12. C54,자궁체부,05-09세,0,
1999-2023,여자,12. C54,자궁체부,10-14세,3,0
1999-2023,여자,12. C54,자궁체부,15-19세,35,0.1
1999-2023,여자,12. C54,자궁체부,20-24세,282,0.7
1999-2023,여자,12. C54,자궁체부,25-29세,917,2
1999-2023,여자,12. C54,자궁체부,30-34세,1854,3.9
1999-2023,여자,12. C54,자궁체부,35-39세,2772,5.5
1999-2023,여자,12. C54,자궁체부,40-44세,4564,8.8
1999-2023,여자,12. C54,자궁체부,45-49세,7336,14.8
1999-2023,여자,12. C54,자궁체부,50-54세,10165,22.6
1999-2023,여자,12. C54,자궁체부,55-59세,9106,23.3
1999-2023,여자,12. C54,자궁체부,60-64세,6440,19.2
1999-2023,여자,12. C54,자궁체부,65-69세,4162,15.4
1999-2023,여자,12. C54,자궁체부,70-74세,2567,11.9
1999-2023,여자,12. C54,자궁체부,75-79세,1670,10
1999-2023,여자,12. C54,자궁체부,80-84세,776,7
1999-2023,여자,12. C54,자궁체부,85세이상,373,4.5
1999-2023,여자,12. C54,자궁체부,연령전체,53022,8.5
1999,남녀전체,13. C56,난소,00-04세,4,0.1
1999,남녀전체,13. C56,난소,05-09세,4,0.1
1999,남녀전체,13. C56,난소,10-14세,17,0.5
1999,남녀전체,13. C56,난소,15-19세,49,1.2
1999,남녀전체,13. C56,난소,20-24세,55,1.4
1999,남녀전체,13. C56,난소,25-29세,68,1.5
1999,남녀전체,13. C56,난소,30-34세,70,1.6
1999,남녀전체,13. C56,난소,35-39세,97,2.2
1999,남녀전체,13. C56,난소,40-44세,131,3.4
1999,남녀전체,13. C56,난소,45-49세,132,4.9
1999,남녀전체,13. C56,난소,50-54세,141,6.4
1999,남녀전체,13. C56,난소,55-59세,155,7.3
1999,남녀전체,13. C56,난소,60-64세,135,7.7
1999,남녀전체,13. C56,난소,65-69세,98,8
1999,남녀전체,13. C56,난소,70-74세,76,9.1
1999,남녀전체,13. C56,난소,75-79세,75,13.2
1999,남녀전체,13. C56,난소,80-84세,34,11.5
1999,남녀전체,13. C56,난소,85세이상,13,7.2
1999,남녀전체,13. C56,난소,연령전체,1354,2.9
1999,남자,13. C56,난소,00-04세,0,
1999,남자,13. C56,난소,05-09세,0,
1999,남자,13. C56,난소,10-14세,0,
1999,남자,13. C56,난소,15-19세,0,
1999,남자,13. C56,난소,20-24세,0,
1999,남자,13. C56,난소,25-29세,0,
1999,남자,13. C56,난소,30-34세,0,
1999,남자,13. C56,난소,35-39세,0,
1999,남자,13. C56,난소,40-44세,0,
1999,남자,13. C56,난소,45-49세,0,
1999,남자,13. C56,난소,50-54세,0,
1999,남자,13. C56,난소,55-59세,0,
1999,남자,13. C56,난소,60-64세,0,
1999,남자,13. C56,난소,65-69세,0,
1999,남자,13. C56,난소,70-74세,0,
1999,남자,13. C56,난소,75-79세,0,
1999,남자,13. C56,난소,80-84세,0,
1999,남자,13. C56,난소,85세이상,0,
1999,남자,13. C56,난소,연령전체,0,
1999,여자,13. C56,난소,00-04세,4,0.3
1999,여자,13. C56,난소,05-09세,4,0.2
1999,여자,13. C56,난소,10-14세,17,1.1
1999,여자,13. C56,난소,15-19세,49,2.5
1999,여자,13. C56,난소,20-24세,55,2.9
1999,여자,13. C56,난소,25-29세,68,3
1999,여자,13. C56,난소,30-34세,70,3.2
1999,여자,13. C56,난소,35-39세,97,4.4
1999,여자,13. C56,난소,40-44세,131,6.9
1999,여자,13. C56,난소,45-49세,132,9.9
1999,여자,13. C56,난소,50-54세,141,12.8
1999,여자,13. C56,난소,55-59세,155,14.1
1999,여자,13. C56,난소,60-64세,135,14.3
1999,여자,13. C56,난소,65-69세,98,13.6
1999,여자,13. C56,난소,70-74세,76,14.5
1999,여자,13. C56,난소,75-79세,75,20.4
1999,여자,13. C56,난소,80-84세,34,16.5
1999,여자,13. C56,난소,85세이상,13,9.3
1999,여자,13. C56,난소,연령전체,1354,5.8
2000,남녀전체,13. C56,난소,00-04세,1,0
2000,남녀전체,13. C56,난소,05-09세,6,0.2
2000,남녀전체,13. C56,난소,10-14세,11,0.3
2000,남녀전체,13. C56,난소,15-19세,38,1
2000,남녀전체,13. C56,난소,20-24세,60,1.5
2000,남녀전체,13. C56,난소,25-29세,58,1.3
2000,남녀전체,13. C56,난소,30-34세,62,1.4
2000,남녀전체,13. C56,난소,35-39세,96,2.2
2000,남녀전체,13. C56,난소,40-44세,152,3.7
2000,남녀전체,13. C56,난소,45-49세,150,5.2
2000,남녀전체,13. C56,난소,50-54세,134,5.8
2000,남녀전체,13. C56,난소,55-59세,131,6.3
2000,남녀전체,13. C56,난소,60-64세,135,7.5
2000,남녀전체,13. C56,난소,65-69세,90,6.9
2000,남녀전체,13. C56,난소,70-74세,78,8.8
2000,남녀전체,13. C56,난소,75-79세,57,9.7
2000,남녀전체,13. C56,난소,80-84세,31,10
2000,남녀전체,13. C56,난소,85세이상,15,8
2000,남녀전체,13. C56,난소,연령전체,1305,2.7
2000,남자,13. C56,난소,00-04세,0,
2000,남자,13. C56,난소,05-09세,0,
2000,남자,13. C56,난소,10-14세,0,
2000,남자,13. C56,난소,15-19세,0,
2000,남자,13. C56,난소,20-24세,0,
2000,남자,13. C56,난소,25-29세,0,
2000,남자,13. C56,난소,30-34세,0,
2000,남자,13. C56,난소,35-39세,0,
2000,남자,13. C56,난소,40-44세,0,
2000,남자,13. C56,난소,45-49세,0,
2000,남자,13. C56,난소,50-54세,0,
2000,남자,13. C56,난소,55-59세,0,
2000,남자,13. C56,난소,60-64세,0,
2000,남자,13. C56,난소,65-69세,0,
2000,남자,13. C56,난소,70-74세,0,
2000,남자,13. C56,난소,75-79세,0,
2000,남자,13. C56,난소,80-84세,0,
2000,남자,13. C56,난소,85세이상,0,
2000,남자,13. C56,난소,연령전체,0,
2000,여자,13. C56,난소,00-04세,1,0.1
2000,여자,13. C56,난소,05-09세,6,0.4
2000,여자,13. C56,난소,10-14세,11,0.7
2000,여자,13. C56,난소,15-19세,38,2.1
2000,여자,13. C56,난소,20-24세,60,3.1
2000,여자,13. C56,난소,25-29세,58,2.6
2000,여자,13. C56,난소,30-34세,62,2.8
2000,여자,13. C56,난소,35-39세,96,4.5
2000,여자,13. C56,난소,40-44세,152,7.6
2000,여자,13. C56,난소,45-49세,150,10.5
2000,여자,13. C56,난소,50-54세,134,11.6
2000,여자,13. C56,난소,55-59세,131,12.1
2000,여자,13. C56,난소,60-64세,135,14
2000,여자,13. C56,난소,65-69세,90,11.9
2000,여자,13. C56,난소,70-74세,78,14.1
2000,여자,13. C56,난소,75-79세,57,15
2000,여자,13. C56,난소,80-84세,31,14.5
2000,여자,13. C56,난소,85세이상,15,10.4
2000,여자,13. C56,난소,연령전체,1305,5.5
2001,남녀전체,13. C56,난소,00-04세,2,0.1
2001,남녀전체,13. C56,난소,05-09세,9,0.3
2001,남녀전체,13. C56,난소,10-14세,14,0.4
2001,남녀전체,13. C56,난소,15-19세,42,1.2
2001,남녀전체,13. C56,난소,20-24세,46,1.2
2001,남녀전체,13. C56,난소,25-29세,61,1.4
2001,남녀전체,13. C56,난소,30-34세,62,1.4
2001,남녀전체,13. C56,난소,35-39세,93,2.2
2001,남녀전체,13. C56,난소,40-44세,153,3.6
2001,남녀전체,13. C56,난소,45-49세,177,5.6
